pair	upper_genome	lower_genome	upper_chr	upper_start	upper_end	upper_len	lower_chr	lower_start	lower_end	lower_len	strand	aln_len	identity	mapq	sv_type	sv_confidence	sv_description
0	seal	walrus	chr14	67937943	67979931	94996587	HiC_scaffold_15	73053563	73087343	101842037	+	42700	0.74916	60	SYN		
0	seal	walrus	chr11_X	100031437	100073396	136838675	HiC_scaffold_11	38327439	38369569	133231135	-	42598	0.94772	60	SYN		
0	seal	walrus	chr11_X	124912686	124954705	136838675	HiC_scaffold_11	13004986	13046614	133231135	-	42479	0.94456	60	SYN		
0	seal	walrus	chr14	32471148	32511787	94996587	HiC_scaffold_15	33339630	33380646	101842037	+	42393	0.89862	60	SYN		
0	seal	walrus	chr5	147257432	147299557	189809382	HiC_scaffold_5	151538443	151580481	194900523	+	42382	0.95772	60	SYN		
0	seal	walrus	chr11_X	108908125	108947476	136838675	HiC_scaffold_11	29145104	29186814	133231135	-	42319	0.89121	60	SYN		
0	seal	walrus	chr6	109324606	109366629	183866734	HiC_scaffold_7	49056843	49098156	164900479	-	42282	0.93929	60	SYN		
0	seal	walrus	chr4	109729160	109771120	194885503	HiC_scaffold_4	85999224	86041087	195332734	-	42279	0.95296	60	SYN		
0	seal	walrus	chr14	86208565	86250569	94996587	HiC_scaffold_15	90569724	90611221	101842037	+	42211	0.94888	60	SYN		
0	seal	walrus	chr2	84226494	84260460	212544305	HiC_scaffold_1	84780972	84822840	255833283	+	42206	0.77404	60	SYN		
0	seal	walrus	chr10	57634308	57676272	139808248	HiC_scaffold_10	59242024	59283504	146617287	+	42146	0.95826	60	SYN		
0	seal	walrus	chr1	113174537	113215887	217707538	HiC_scaffold_3	109418306	109458805	229927018	-	42134	0.91294	60	SYN		
0	seal	walrus	chr11_X	68787248	68828393	136838675	HiC_scaffold_11	69915537	69957221	133231135	-	42085	0.94205	60	SYN		
0	seal	walrus	chr2	79158675	79199475	212544305	HiC_scaffold_1	79729803	79770738	255833283	+	42058	0.91578	60	SYN		
0	seal	walrus	chr4	112482591	112523744	194885503	HiC_scaffold_4	83197489	83238715	195332734	-	42048	0.93117	60	SYN		
0	seal	walrus	chr6	55791536	55832749	183866734	HiC_scaffold_7	108566503	108607813	164900479	-	41959	0.93765	60	SYN		
0	seal	walrus	chr6	109618276	109653844	183866734	HiC_scaffold_7	48763034	48804510	164900479	-	41891	0.81146	60	SYN		
0	seal	walrus	chr9	111257675	111291520	148077548	HiC_scaffold_9	125379876	125420923	162726345	+	41823	0.76939	60	SYN		
0	seal	walrus	chr4	176888825	176923163	194885503	HiC_scaffold_4	18684060	18723817	195332734	-	41781	0.75173	60	SYN		
0	seal	walrus	chr4	144438116	144479453	194885503	HiC_scaffold_4	51099990	51140650	195332734	-	41648	0.94024	60	SYN		
0	seal	walrus	chr5	64703922	64737800	189809382	HiC_scaffold_5	65737587	65778596	194900523	+	41525	0.77833	60	SYN		
0	seal	walrus	chr1	137954523	137995051	217707538	HiC_scaffold_3	84403123	84444202	229927018	-	41480	0.93828	60	SYN		
0	seal	walrus	chr8	127875428	127916687	149036999	HiC_scaffold_8	21777733	21807887	164568501	-	41441	0.70184	60	SYN		
0	seal	walrus	chr3	65292124	65326218	205388059	HiC_scaffold_2	176539298	176577855	241959550	-	41376	0.73299	60	SYN		
0	seal	walrus	chr7	115358914	115400132	157322065	HiC_scaffold_12	42622786	42655643	126030552	-	41371	0.76701	60	FUSION	1.0	FUSION: chr7 switches HiC_scaffold_1→HiC_scaffold_12 at 91,723,754; support=260+272 blocks, aln_sum=10,159,583bp, partner_ratio=1.000
0	seal	walrus	chr13	59352296	59393375	107648809	HiC_scaffold_13	49367792	49408683	124104227	-	41317	0.95721	60	SYN		
0	seal	walrus	chr5	133720242	133761364	189809382	HiC_scaffold_5	138045311	138086043	194900523	+	41284	0.96461	60	SYN		
0	seal	walrus	chr7	50191789	50232476	157322065	HiC_scaffold_1	203677753	203718549	255833283	-	41240	0.94879	60	FUSION	1.0	FUSION: chr7 switches HiC_scaffold_1→HiC_scaffold_12 at 91,723,754; support=260+272 blocks, aln_sum=10,159,583bp, partner_ratio=1.000
0	seal	walrus	chr1	65465334	65505774	217707538	HiC_scaffold_3	157533992	157574376	229927018	-	41083	0.94107	60	SYN		
0	seal	walrus	chr2	181270750	181304538	212544305	HiC_scaffold_6	136889848	136929208	169845636	+	41051	0.75910	60	SYN		
0	seal	walrus	chr6	147155337	147189493	183866734	HiC_scaffold_12	74381091	74420712	126030552	+	40852	0.78354	60	SYN		
0	seal	walrus	chr2	79281062	79321419	212544305	HiC_scaffold_1	79851803	79891402	255833283	+	40824	0.93107	60	SYN		
0	seal	walrus	chr4	110417572	110457130	194885503	HiC_scaffold_4	85296017	85336314	195332734	-	40820	0.92981	60	SYN		
0	seal	walrus	chr5	72442654	72475425	189809382	HiC_scaffold_5	73564079	73604159	194900523	+	40791	0.76662	60	SYN		
0	seal	walrus	chr5	72573259	72613676	189809382	HiC_scaffold_5	73713728	73747164	194900523	+	40778	0.78827	60	SYN		
0	seal	walrus	chr5	72475434	72509573	189809382	HiC_scaffold_5	73604168	73644557	194900523	+	40721	0.80752	60	SYN		
0	seal	walrus	chr1	84640938	84681210	217707538	HiC_scaffold_3	138223186	138253608	229927018	-	40709	0.71527	60	SYN		
0	seal	walrus	chr11_X	87686823	87726505	136838675	HiC_scaffold_11	51171952	51212136	133231135	-	40688	0.94062	60	SYN		
0	seal	walrus	chr7	50240734	50273734	157322065	HiC_scaffold_1	203628836	203668785	255833283	-	40673	0.77073	60	FUSION	1.0	FUSION: chr7 switches HiC_scaffold_1→HiC_scaffold_12 at 91,723,754; support=260+272 blocks, aln_sum=10,159,583bp, partner_ratio=1.000
0	seal	walrus	chr7	125549626	125590088	157322065	HiC_scaffold_12	32340359	32380332	126030552	-	40660	0.95307	60	FUSION	1.0	FUSION: chr7 switches HiC_scaffold_1→HiC_scaffold_12 at 91,723,754; support=260+272 blocks, aln_sum=10,159,583bp, partner_ratio=1.000
0	seal	walrus	chr11_X	114803968	114844122	136838675	HiC_scaffold_11	23225632	23265601	133231135	-	40632	0.94558	60	SYN		
0	seal	walrus	chr14	38935308	38970711	94996587	HiC_scaffold_15	39889558	39925002	101842037	+	40593	0.72476	60	SYN		
0	seal	walrus	chr11_X	21600242	21640358	136838675	HiC_scaffold_11	88606525	88643094	133231135	+	40503	0.87189	60	INV	1.0	INV: chr11_X→HiC_scaffold_11, 295 blocks, coord_span=47,338,556bp, strand=+
0	seal	walrus	chr11_X	119536878	119576701	136838675	HiC_scaffold_11	18468605	18508154	133231135	-	40481	0.93560	60	SYN		
0	seal	walrus	chr3	107574894	107614541	205388059	HiC_scaffold_2	134392567	134425558	241959550	-	40477	0.77029	60	SYN		
0	seal	walrus	chr5	56558136	56597986	189809382	HiC_scaffold_5	57466498	57506454	194900523	+	40407	0.94914	60	SYN		
0	seal	walrus	chr1	93205607	93245783	217707538	HiC_scaffold_3	129545583	129583856	229927018	-	40398	0.91289	60	SYN		
0	seal	walrus	chr1	59854797	59895006	217707538	HiC_scaffold_3	163126003	163165003	229927018	-	40354	0.93914	60	SYN		
0	seal	walrus	chr13	37909434	37949283	107648809	HiC_scaffold_13	71006923	71045413	124104227	-	40313	0.91616	60	SYN		
0	seal	walrus	chr11_X	29637681	29676626	136838675	HiC_scaffold_11	96571294	96609380	133231135	+	40084	0.89652	60	INV	1.0	INV: chr11_X→HiC_scaffold_11, 295 blocks, coord_span=47,338,556bp, strand=+
0	seal	walrus	chr6	41773476	41812375	183866734	HiC_scaffold_7	122778587	122818213	164900479	-	39984	0.93387	60	SYN		
0	seal	walrus	chr11_X	110701730	110741066	136838675	HiC_scaffold_11	27354515	27393885	133231135	-	39928	0.94673	60	SYN		
0	seal	walrus	chr3	63594535	63633674	205388059	HiC_scaffold_2	178231908	178271507	241959550	-	39910	0.94525	60	SYN		
0	seal	walrus	chr5	38204599	38241433	189809382	HiC_scaffold_5	38796775	38836035	194900523	+	39892	0.88326	60	SYN		
0	seal	walrus	chr11_X	123865624	123904823	136838675	HiC_scaffold_11	14104487	14142418	133231135	-	39873	0.91087	60	SYN		
0	seal	walrus	chr11_X	99500536	99539810	136838675	HiC_scaffold_11	38850278	38889722	133231135	-	39860	0.94599	60	SYN		
0	seal	walrus	chr5	47065350	47104994	189809382	HiC_scaffold_5	47823910	47862489	194900523	+	39828	0.93364	60	SYN		
0	seal	walrus	chr4	129954380	129992634	194885503	HiC_scaffold_4	65650224	65689264	195332734	-	39766	0.91636	60	SYN		
0	seal	walrus	chr1	148098559	148136455	217707538	HiC_scaffold_3	74205472	74238250	229927018	-	39749	0.75612	60	SYN		
0	seal	walrus	chr4	34841085	34880521	194885503	HiC_scaffold_4	159989687	160028616	195332734	-	39724	0.94492	60	SYN		
0	seal	walrus	chr1	147578358	147617582	217707538	HiC_scaffold_3	74694785	74733918	229927018	-	39632	0.94643	60	SYN		
0	seal	walrus	chr2	81973408	82012626	212544305	HiC_scaffold_1	82527264	82566301	255833283	+	39618	0.94722	60	SYN		
0	seal	walrus	chr2	57250970	57290029	212544305	HiC_scaffold_1	57773891	57812886	255833283	+	39478	0.94865	60	SYN		
0	seal	walrus	chr10	94765186	94803899	139808248	HiC_scaffold_10	95604043	95637538	146617287	+	39437	0.80731	60	SYN		
0	seal	walrus	chr11_X	13109538	13148617	136838675	HiC_scaffold_11	72981156	73020301	133231135	-	39372	0.96419	60	SYN		
0	seal	walrus	chr3	119119941	119158762	205388059	HiC_scaffold_2	122832083	122869619	241959550	-	39149	0.92196	60	SYN		
0	seal	walrus	chr1	113412618	113451294	217707538	HiC_scaffold_3	109185467	109224350	229927018	-	39129	0.95822	60	SYN		
0	seal	walrus	chr11_X	32628677	32660439	136838675	HiC_scaffold_11	99554020	99592472	133231135	+	39054	0.77708	60	INV	1.0	INV: chr11_X→HiC_scaffold_11, 295 blocks, coord_span=47,338,556bp, strand=+
0	seal	walrus	chr2	10932504	10971063	212544305	HiC_scaffold_1	11118091	11147793	255833283	+	38983	0.72670	60	SYN		
0	seal	walrus	chr1	60825222	60863717	217707538	HiC_scaffold_3	162151416	162183676	229927018	-	38940	0.79037	60	SYN		
0	seal	walrus	chr2	104111108	104149599	212544305	HiC_scaffold_1	104847347	104885742	255833283	+	38884	0.95137	60	SYN		
0	seal	walrus	chr7	103004165	103042777	157322065	HiC_scaffold_12	54886205	54924784	126030552	-	38814	0.96311	60	FUSION	1.0	FUSION: chr7 switches HiC_scaffold_1→HiC_scaffold_12 at 91,723,754; support=260+272 blocks, aln_sum=10,159,583bp, partner_ratio=1.000
0	seal	walrus	chr8	56218130	56256777	149036999	HiC_scaffold_8	94994405	95025828	164568501	-	38765	0.78537	60	SYN		
0	seal	walrus	chr12	41639317	41677463	112221121	HiC_scaffold_14	42782696	42821133	116415308	+	38725	0.95029	60	SYN		
0	seal	walrus	chr5	69086815	69125068	189809382	HiC_scaffold_5	70213301	70250350	194900523	+	38708	0.91617	60	SYN		
0	seal	walrus	chr13	31709368	31747933	107648809	HiC_scaffold_13	77119584	77150722	124104227	-	38700	0.77610	60	DEL	0.7105	DEL: chr13→HiC_scaffold_13, gap size 1,035,085bp at 30,674,283
0	seal	walrus	chr10	61466185	61504722	139808248	HiC_scaffold_10	63047403	63085100	146617287	+	38686	0.94750	60	SYN		
0	seal	walrus	chr12	86827625	86864557	112221121	HiC_scaffold_14	89981794	90019834	116415308	+	38518	0.91555	60	SYN		
0	seal	walrus	chr10	36793984	36824183	139808248	HiC_scaffold_10	38076355	38113482	146617287	+	38426	0.73026	60	SYN		
0	seal	walrus	chr10	92903672	92931871	139808248	HiC_scaffold_10	93669421	93705668	146617287	+	38414	0.65323	60	INS	0.7465	INS: chr10→HiC_scaffold_10, gap size 1,155,000bp at 92,931,871
0	seal	walrus	chr11_X	94562499	94600309	136838675	HiC_scaffold_11	43834312	43872002	133231135	-	38362	0.94471	60	SYN		
0	seal	walrus	chr11_X	29381062	29409460	136838675	HiC_scaffold_11	96288136	96325356	133231135	+	38344	0.68923	60	INV	1.0	INV: chr11_X→HiC_scaffold_11, 295 blocks, coord_span=47,338,556bp, strand=+
0	seal	walrus	chr4	77586627	77623962	194885503	HiC_scaffold_4	117090268	117128270	195332734	-	38265	0.93723	60	SYN		
0	seal	walrus	chr5	123161713	123199693	189809382	HiC_scaffold_5	127422401	127460341	194900523	+	38232	0.96179	60	SYN		
0	seal	walrus	chr4	167929077	167966230	194885503	HiC_scaffold_4	27682615	27720281	195332734	-	38150	0.93014	60	SYN		
0	seal	walrus	chr5	151017774	151055458	189809382	HiC_scaffold_5	155368777	155406667	194900523	+	38147	0.94951	60	SYN		
0	seal	walrus	chr11_X	110767876	110805818	136838675	HiC_scaffold_11	27292850	27328506	133231135	-	38114	0.90641	60	SYN		
0	seal	walrus	chr1	139625158	139661542	217707538	HiC_scaffold_3	82697543	82734929	229927018	-	38112	0.90880	60	SYN		
0	seal	walrus	chr2	52758148	52785366	212544305	HiC_scaffold_1	53257429	53295165	255833283	+	38086	0.68337	60	SYN		
0	seal	walrus	chr7	10797945	10835583	157322065	HiC_scaffold_1	244734860	244771792	255833283	-	38059	0.93113	60	FUSION	1.0	FUSION: chr7 switches HiC_scaffold_1→HiC_scaffold_12 at 91,723,754; support=260+272 blocks, aln_sum=10,159,583bp, partner_ratio=1.000
0	seal	walrus	chr2	90949721	90986946	212544305	HiC_scaffold_1	91523965	91561471	255833283	+	38058	0.93534	60	SYN		
0	seal	walrus	chr11_X	129726828	129759782	136838675	HiC_scaffold_11	8075463	8112745	133231135	-	38057	0.82237	60	SYN		
0	seal	walrus	chr11_X	9232654	9270000	136838675	HiC_scaffold_11	76750744	76788158	133231135	-	38004	0.94043	60	SYN		
0	seal	walrus	chr4	156140119	156177853	194885503	HiC_scaffold_4	39486903	39524221	195332734	-	37996	0.94871	60	SYN		
0	seal	walrus	chr12	66208043	66245421	112221121	HiC_scaffold_14	68168441	68205708	116415308	+	37988	0.93114	60	SYN		
0	seal	walrus	chr11_X	101325721	101363321	136838675	HiC_scaffold_11	37016363	37053348	133231135	-	37976	0.93901	60	SYN		
0	seal	walrus	chr9	92819600	92857086	148077548	HiC_scaffold_9	106793672	106831254	162726345	+	37970	0.95338	60	SYN		
0	seal	walrus	chr11_X	130174666	130211762	136838675	HiC_scaffold_11	7624748	7662402	133231135	-	37882	0.94665	60	SYN		
0	seal	walrus	chr2	110787767	110824154	212544305	HiC_scaffold_1	111509764	111539625	255833283	+	37871	0.72557	60	SYN		
0	seal	walrus	chr5	72830279	72867532	189809382	HiC_scaffold_5	73959154	73996481	194900523	+	37866	0.93910	60	SYN		
0	seal	walrus	chr4	34631608	34669040	194885503	HiC_scaffold_4	160203714	160241209	195332734	-	37823	0.96029	60	SYN		
0	seal	walrus	chr2	129979225	130016392	212544305	HiC_scaffold_1	131056233	131093624	255833283	+	37809	0.93837	60	SYN		
0	seal	walrus	chr1	30970066	31007692	217707538	HiC_scaffold_3	192223109	192259910	229927018	-	37808	0.93665	60	SYN		
0	seal	walrus	chr11_X	84425201	84462691	136838675	HiC_scaffold_11	54348565	54384638	133231135	-	37695	0.92848	60	SYN		
0	seal	walrus	chr11_X	51157890	51195390	136838675	HiC_scaffold_11	118387187	118424410	133231135	+	37652	0.96008	60	INV	1.0	INV: chr11_X→HiC_scaffold_11, 295 blocks, coord_span=47,338,556bp, strand=+
0	seal	walrus	chr12	77477179	77507023	112221121	HiC_scaffold_14	80469253	80504129	116415308	+	37611	0.69865	60	SYN		
0	seal	walrus	chr11_X	41718315	41755424	136838675	HiC_scaffold_11	108758799	108787839	133231135	+	37294	0.75141	60	INV	1.0	INV: chr11_X→HiC_scaffold_11, 295 blocks, coord_span=47,338,556bp, strand=+
0	seal	walrus	chr10	60375110	60411800	139808248	HiC_scaffold_10	61967274	62004140	146617287	+	37278	0.94544	60	SYN		
0	seal	walrus	chr1	166022666	166052481	217707538	HiC_scaffold_3	54241888	54278354	229927018	-	37255	0.75418	60	SYN		
0	seal	walrus	chr14	19395066	19431577	94996587	HiC_scaffold_15	19937046	19973660	101842037	+	37233	0.93997	60	SYN		
0	seal	walrus	chr14	32782192	32818622	94996587	HiC_scaffold_15	33645947	33682438	101842037	+	37181	0.92948	60	SYN		
0	seal	walrus	chr2	85820529	85857507	212544305	HiC_scaffold_1	86374880	86411787	255833283	+	37125	0.96789	60	SYN		
